"","x","y","chl"
"183",-134.5,50,0.280582576990128
"184",-134.25,50,0.27744647860527
"185",-134,50,0.275965601205826
"186",-133.75,50,0.275188893079758
"187",-133.5,50,0.274166852235794
"188",-133.25,50,0.273590326309204
"189",-133,50,0.273854583501816
"190",-132.75,50,0.273786991834641
"191",-132.5,50,0.272909671068192
"192",-132.25,50,0.297288328409195
"193",-132,50,0.473874747753143
"194",-131.75,50,0.639620363712311
"195",-131.5,50,0.647207915782928
"196",-131.25,50,0.649319589138031
"197",-131,50,0.576180636882782
"198",-130.75,50,0.463270545005798
"199",-130.5,50,0.481071650981903
"200",-130.25,50,0.51051539182663
"201",-130,50,0.545567214488983
"202",-129.75,50,0.527699708938599
"203",-129.5,50,0.492756426334381
"204",-129.25,50,0.446551591157913
"205",-129,50,0.441226094961166
"206",-128.75,50,0.489301294088364
"207",-128.5,50,0.746394217014313
"208",-128.25,50,1.20327496528625
"209",-128,50,1.28800022602081
"210",-127.75,50,1.01477682590485
"211",-127.5,50,1.03258502483368
"212",-127.25,50,NA
"213",-127,50,NA
"214",-126.75,50,NA
"215",-126.5,50,NA
"216",-126.25,50,NA
"217",-126,50,NA
"218",-125.75,50,NA
"219",-125.5,50,NA
"220",-125.25,50,3.122234582901
"221",-125,50,3.99084687232971
"222",-124.75,50,NA
"223",-124.5,50,NA
"224",-124.25,50,NA
"225",-124,50,NA
"226",-123.75,50,NA
"227",-123.5,50,NA
"228",-123.25,50,NA
"229",-123,50,NA
"230",-122.75,50,NA
"231",-122.5,50,NA
"232",-122.25,50,NA
"233",-122,50,NA
"234",-121.75,50,NA
"235",-121.5,50,NA
"236",-121.25,50,NA
"237",-121,50,NA
"238",-120.75,50,NA
"239",-120.5,50,NA
"240",-120.25,50,NA
"241",-120,50,NA
"242",-119.75,50,NA
"243",-119.5,50,NA
"244",-119.25,50,NA
"245",-119,50,NA
"246",-118.75,50,NA
"247",-118.5,50,NA
"248",-118.25,50,NA
"249",-118,50,NA
"250",-117.75,50,NA
"251",-117.5,50,NA
"252",-117.25,50,NA
"253",-117,50,NA
"254",-116.75,50,NA
"255",-116.5,50,NA
"256",-116.25,50,NA
"257",-116,50,NA
"258",-115.75,50,NA
"259",-115.5,50,NA
"260",-115.25,50,NA
"261",-115,50,NA
"262",-114.75,50,NA
"263",-114.5,50,NA
"264",-114.25,50,NA
"265",-114,50,NA
"266",-113.75,50,NA
"267",-113.5,50,NA
"268",-113.25,50,NA
"269",-113,50,NA
"270",-112.75,50,NA
"271",-112.5,50,NA
"272",-112.25,50,NA
"273",-112,50,NA
"274",-111.75,50,NA
"275",-111.5,50,NA
"276",-111.25,50,NA
"277",-111,50,NA
"278",-110.75,50,NA
"279",-110.5,50,NA
"280",-110.25,50,NA
"281",-110,50,NA
"282",-109.75,50,NA
"283",-109.5,50,NA
"284",-109.25,50,NA
"285",-109,50,NA
"286",-108.75,50,NA
"287",-108.5,50,NA
"288",-108.25,50,NA
"289",-108,50,NA
"290",-107.75,50,NA
"291",-107.5,50,NA
"292",-107.25,50,NA
"293",-107,50,NA
"294",-106.75,50,NA
"295",-106.5,50,NA
"296",-106.25,50,NA
"297",-106,50,NA
"298",-105.75,50,NA
"299",-105.5,50,NA
"300",-105.25,50,NA
"301",-105,50,NA
"302",-104.75,50,NA
"303",-104.5,50,NA
"304",-104.25,50,NA
"305",-104,50,NA
"306",-103.75,50,NA
"307",-103.5,50,NA
"308",-103.25,50,NA
"309",-103,50,NA
"310",-102.75,50,NA
"311",-102.5,50,NA
"312",-102.25,50,NA
"313",-102,50,NA
"314",-101.75,50,NA
"315",-101.5,50,NA
"316",-101.25,50,NA
"317",-101,50,NA
"318",-100.75,50,NA
"319",-100.5,50,NA
"320",-100.25,50,NA
"321",-100,50,NA
"322",-180,49.75,0.261850088834763
"323",-179.75,49.75,0.263788521289825
"324",-179.5,49.75,0.263371616601944
"325",-179.25,49.75,0.260336339473724
"326",-179,49.75,0.260181963443756
"327",-178.75,49.75,0.261096805334091
"328",-178.5,49.75,0.260255604982376
"329",-178.25,49.75,0.257953017950058
"330",-178,49.75,0.257091075181961
"331",-177.75,49.75,0.255849331617355
"332",-177.5,49.75,0.254301100969315
"333",-177.25,49.75,0.252760857343674
"334",-177,49.75,0.252029597759247
"335",-176.75,49.75,0.252392828464508
"336",-176.5,49.75,0.253033131361008
"337",-176.25,49.75,0.253294229507446
"338",-176,49.75,0.252433657646179
"339",-175.75,49.75,0.252016872167587
"340",-175.5,49.75,0.253237009048462
"341",-175.25,49.75,0.254816472530365
"342",-175,49.75,0.255399465560913
"343",-174.75,49.75,0.255180209875107
"344",-174.5,49.75,0.254875987768173
"345",-174.25,49.75,0.254407495260239
"346",-174,49.75,0.254049360752106
"347",-173.75,49.75,0.259657800197601
"348",-173.5,49.75,0.289479404687881
"349",-173.25,49.75,0.324089676141739
"350",-173,49.75,0.349511027336121
"351",-172.75,49.75,0.412102520465851
"352",-172.5,49.75,0.455835819244385
"353",-172.25,49.75,0.47141233086586
"354",-172,49.75,0.443836539983749
"355",-171.75,49.75,0.485568821430206
"356",-171.5,49.75,0.514876365661621
"357",-171.25,49.75,0.512702465057373
"358",-171,49.75,0.506630063056946
"359",-170.75,49.75,0.504818201065063
"360",-170.5,49.75,0.505817949771881
"361",-170.25,49.75,0.510099053382874
"362",-170,49.75,0.518904566764832
"363",-169.75,49.75,0.531511902809143
"364",-169.5,49.75,0.563184797763824
"365",-169.25,49.75,0.608237504959106
"366",-169,49.75,0.627913236618042
"367",-168.75,49.75,0.588328540325165
"368",-168.5,49.75,0.460215061903
"369",-168.25,49.75,0.361862152814865
"370",-168,49.75,0.336026549339294
"371",-167.75,49.75,0.351851493120193
"372",-167.5,49.75,0.380610764026642
"373",-167.25,49.75,0.384900897741318
"374",-167,49.75,0.367268681526184
"375",-166.75,49.75,0.337979286909103
"376",-166.5,49.75,0.329434394836426
"377",-166.25,49.75,0.334535300731659
"378",-166,49.75,0.340877890586853
"379",-165.75,49.75,0.344488471746445
"380",-165.5,49.75,0.34336993098259
"381",-165.25,49.75,0.331911712884903
"382",-165,49.75,0.30016952753067
"383",-164.75,49.75,0.283567517995834
"384",-164.5,49.75,0.286897122859955
"385",-164.25,49.75,0.281275123357773
"386",-164,49.75,0.277482211589813
"387",-163.75,49.75,0.274998754262924
"388",-163.5,49.75,0.27377712726593
"389",-163.25,49.75,0.275995761156082
"390",-163,49.75,0.280300408601761
"391",-162.75,49.75,0.283703297376633
"392",-162.5,49.75,0.2848741710186
"393",-162.25,49.75,0.285118579864502
"394",-162,49.75,0.284548908472061
"395",-161.75,49.75,0.282882779836655
"396",-161.5,49.75,0.281433403491974
"397",-161.25,49.75,0.279350221157074
"398",-161,49.75,0.273175626993179
"399",-160.75,49.75,0.268904238939285
"400",-160.5,49.75,0.267335385084152
"401",-160.25,49.75,0.266978174448013
"402",-160,49.75,0.291793614625931
"403",-159.75,49.75,0.357802242040634
"404",-159.5,49.75,0.398686647415161
"405",-159.25,49.75,0.394011437892914
"406",-159,49.75,0.35215836763382
"407",-158.75,49.75,0.302713334560394
"408",-158.5,49.75,0.274365365505219
"409",-158.25,49.75,0.266399145126343
"410",-158,49.75,0.265937596559525
"411",-157.75,49.75,0.267995417118073
"412",-157.5,49.75,0.269035398960114
"413",-157.25,49.75,0.267453879117966
"414",-157,49.75,0.265307903289795
"415",-156.75,49.75,0.264470249414444
"416",-156.5,49.75,0.26507580280304
"417",-156.25,49.75,0.266544133424759
"418",-156,49.75,0.266806900501251
"419",-155.75,49.75,0.267052620649338
"420",-155.5,49.75,0.267146289348602
"421",-155.25,49.75,0.269253879785538
"422",-155,49.75,0.274399071931839
"423",-154.75,49.75,0.277290195226669
"424",-154.5,49.75,0.278358280658722
"425",-154.25,49.75,0.278204888105392
"426",-154,49.75,0.271431058645248
"427",-153.75,49.75,0.269960969686508
"428",-153.5,49.75,0.278020024299622
"429",-153.25,49.75,0.280246734619141
"430",-153,49.75,0.279350966215134
"431",-152.75,49.75,0.277818500995636
"432",-152.5,49.75,0.27613577246666
"433",-152.25,49.75,0.276706874370575
"434",-152,49.75,0.275806874036789
"435",-151.75,49.75,0.274116069078445
"436",-151.5,49.75,0.274381041526794
"437",-151.25,49.75,0.273868054151535
"438",-151,49.75,0.274020344018936
"439",-150.75,49.75,0.274163067340851
"440",-150.5,49.75,0.272219330072403
"441",-150.25,49.75,0.272349089384079
"442",-150,49.75,0.272725403308868
"443",-149.75,49.75,0.272906959056854
"444",-149.5,49.75,0.273325532674789
"445",-149.25,49.75,0.275337636470795
"446",-149,49.75,0.277604132890701
"447",-148.75,49.75,0.277325540781021
"448",-148.5,49.75,0.276401072740555
"449",-148.25,49.75,0.2740179002285
"450",-148,49.75,0.273819297552109
"451",-147.75,49.75,0.273887485265732
"452",-147.5,49.75,0.274090826511383
"453",-147.25,49.75,0.274279713630676
"454",-147,49.75,0.27619606256485
"455",-146.75,49.75,0.277052104473114
"456",-146.5,49.75,0.277343600988388
"457",-146.25,49.75,0.275614857673645
"458",-146,49.75,0.273629665374756
"459",-145.75,49.75,0.274408906698227
"460",-145.5,49.75,0.273870319128036
"461",-145.25,49.75,0.273160636425018
"462",-145,49.75,0.273309886455536
"463",-144.75,49.75,0.273910164833069
"464",-144.5,49.75,0.274912089109421
"465",-144.25,49.75,0.274083435535431
"466",-144,49.75,0.27329209446907
"467",-143.75,49.75,0.27294984459877
"468",-143.5,49.75,0.273481994867325
"469",-143.25,49.75,0.27460789680481
"470",-143,49.75,0.276027768850327
"471",-142.75,49.75,0.276110529899597
"472",-142.5,49.75,0.276855379343033
"473",-142.25,49.75,0.277667105197906
"474",-142,49.75,0.27725476026535
"475",-141.75,49.75,0.27698028087616
"476",-141.5,49.75,0.277391523122787
"477",-141.25,49.75,0.277647435665131
"478",-141,49.75,0.278152793645859
"479",-140.75,49.75,0.27839320898056
"480",-140.5,49.75,0.278140723705292
"481",-140.25,49.75,0.277762949466705
"482",-140,49.75,0.278414130210876
"483",-139.75,49.75,0.278306871652603
"484",-139.5,49.75,0.277180075645447
"485",-139.25,49.75,0.275659441947937
"486",-139,49.75,0.275483399629593
"487",-138.75,49.75,0.274111032485962
"488",-138.5,49.75,0.274455308914185
"489",-138.25,49.75,0.274826884269714
"490",-138,49.75,0.275411009788513
"491",-137.75,49.75,0.275202572345734
"492",-137.5,49.75,0.275107443332672
"493",-137.25,49.75,0.274199217557907
"494",-137,49.75,0.272077530622482
"495",-136.75,49.75,0.273446410894394
"496",-136.5,49.75,0.277632653713226
"497",-136.25,49.75,0.279895395040512
"498",-136,49.75,0.279033571481705
"499",-135.75,49.75,0.276687115430832
"500",-135.5,49.75,0.274606496095657
"501",-135.25,49.75,0.27239653468132
"502",-135,49.75,0.27154728770256
"503",-134.75,49.75,0.273942589759827
"504",-134.5,49.75,0.2773417532444
"505",-134.25,49.75,0.276377767324448
"506",-134,49.75,0.27472123503685
"507",-133.75,49.75,0.273346781730652
"508",-133.5,49.75,0.273137181997299
"509",-133.25,49.75,0.274718403816223
"510",-133,49.75,0.276052892208099
"511",-132.75,49.75,0.27624985575676
"512",-132.5,49.75,0.275553196668625
"513",-132.25,49.75,0.274477928876877
"514",-132,49.75,0.290670812129974
"515",-131.75,49.75,0.386217951774597
"516",-131.5,49.75,0.483317077159882
"517",-131.25,49.75,0.546149790287018
"518",-131,49.75,0.578162431716919
"519",-130.75,49.75,0.500827729701996
"520",-130.5,49.75,0.471594721078873
"521",-130.25,49.75,0.437013536691666
"522",-130,49.75,0.408653259277344
"523",-129.75,49.75,0.410771936178207
"524",-129.5,49.75,0.417352288961411
"525",-129.25,49.75,0.424652874469757
"526",-129,49.75,0.423427075147629
"527",-128.75,49.75,0.483580112457275
"528",-128.5,49.75,0.804122447967529
"529",-128.25,49.75,1.36063611507416
"530",-128,49.75,1.70306074619293
"531",-127.75,49.75,1.50136280059814
"532",-127.5,49.75,1.17623901367188
"533",-127.25,49.75,1.10864615440369
"534",-127,49.75,1.18381476402283
"535",-126.75,49.75,NA
"536",-126.5,49.75,NA
"537",-126.25,49.75,NA
"538",-126,49.75,NA
"539",-125.75,49.75,NA
"540",-125.5,49.75,NA
"541",-125.25,49.75,NA
"542",-125,49.75,1.71022307872772
"543",-124.75,49.75,1.84513592720032
"544",-124.5,49.75,1.56370365619659
"545",-124.25,49.75,2.5583393573761
"546",-124,49.75,NA
"547",-123.75,49.75,NA
"548",-123.5,49.75,NA
"549",-123.25,49.75,NA
"550",-123,49.75,NA
"551",-122.75,49.75,NA
"552",-122.5,49.75,NA
"553",-122.25,49.75,NA
"554",-122,49.75,NA
"555",-121.75,49.75,NA
"556",-121.5,49.75,NA
"557",-121.25,49.75,NA
"558",-121,49.75,NA
"559",-120.75,49.75,NA
"560",-120.5,49.75,NA
"561",-120.25,49.75,NA
"562",-120,49.75,NA
"563",-119.75,49.75,NA
"564",-119.5,49.75,NA
"565",-119.25,49.75,NA
"566",-119,49.75,NA
"567",-118.75,49.75,NA
"568",-118.5,49.75,NA
"569",-118.25,49.75,NA
"570",-118,49.75,NA
"571",-117.75,49.75,NA
"572",-117.5,49.75,NA
"573",-117.25,49.75,NA
"574",-117,49.75,NA
"575",-116.75,49.75,NA
"576",-116.5,49.75,NA
"577",-116.25,49.75,NA
"578",-116,49.75,NA
"579",-115.75,49.75,NA
"580",-115.5,49.75,NA
"581",-115.25,49.75,NA
"582",-115,49.75,NA
"583",-114.75,49.75,NA
"584",-114.5,49.75,NA
"585",-114.25,49.75,NA
"586",-114,49.75,NA
"587",-113.75,49.75,NA
"588",-113.5,49.75,NA
"589",-113.25,49.75,NA
"590",-113,49.75,NA
"591",-112.75,49.75,NA
"592",-112.5,49.75,NA
"593",-112.25,49.75,NA
"594",-112,49.75,NA
"595",-111.75,49.75,NA
"596",-111.5,49.75,NA
"597",-111.25,49.75,NA
"598",-111,49.75,NA
"599",-110.75,49.75,NA
"600",-110.5,49.75,NA
"601",-110.25,49.75,NA
"602",-110,49.75,NA
"603",-109.75,49.75,NA
"604",-109.5,49.75,NA
"605",-109.25,49.75,NA
"606",-109,49.75,NA
"607",-108.75,49.75,NA
"608",-108.5,49.75,NA
"609",-108.25,49.75,NA
"610",-108,49.75,NA
"611",-107.75,49.75,NA
"612",-107.5,49.75,NA
"613",-107.25,49.75,NA
"614",-107,49.75,NA
"615",-106.75,49.75,NA
"616",-106.5,49.75,NA
"617",-106.25,49.75,NA
"618",-106,49.75,NA
"619",-105.75,49.75,NA
"620",-105.5,49.75,NA
"621",-105.25,49.75,NA
"622",-105,49.75,NA
"623",-104.75,49.75,NA
"624",-104.5,49.75,NA
"625",-104.25,49.75,NA
"626",-104,49.75,NA
"627",-103.75,49.75,NA
"628",-103.5,49.75,NA
"629",-103.25,49.75,NA
"630",-103,49.75,NA
"631",-102.75,49.75,NA
"632",-102.5,49.75,NA
"633",-102.25,49.75,NA
"634",-102,49.75,NA
"635",-101.75,49.75,NA
"636",-101.5,49.75,NA
"637",-101.25,49.75,NA
"638",-101,49.75,NA
"639",-100.75,49.75,NA
"640",-100.5,49.75,NA
"641",-100.25,49.75,NA
"642",-100,49.75,NA
"643",-180,49.5,0.280497372150421
"644",-179.75,49.5,0.261674731969833
"645",-179.5,49.5,0.256419092416763
"646",-179.25,49.5,0.258823305368423
"647",-179,49.5,0.265070647001266
"648",-178.75,49.5,0.268580436706543
"649",-178.5,49.5,0.2667136490345
"650",-178.25,49.5,0.261372298002243
"651",-178,49.5,0.2580286860466
"652",-177.75,49.5,0.256204962730408
"653",-177.5,49.5,0.254367560148239
"654",-177.25,49.5,0.253628045320511
"655",-177,49.5,0.254446864128113
"656",-176.75,49.5,0.256168693304062
"657",-176.5,49.5,0.255738288164139
"658",-176.25,49.5,0.254066646099091
"659",-176,49.5,0.253055781126022
"660",-175.75,49.5,0.254238963127136
"661",-175.5,49.5,0.255759000778198
"662",-175.25,49.5,0.255607932806015
"663",-175,49.5,0.254743069410324
"664",-174.75,49.5,0.254561871290207
"665",-174.5,49.5,0.254868626594543
"666",-174.25,49.5,0.254532516002655
"667",-174,49.5,0.254137188196182
"668",-173.75,49.5,0.256860256195068
"669",-173.5,49.5,0.264570564031601
"670",-173.25,49.5,0.265151977539062
"671",-173,49.5,0.285015672445297
"672",-172.75,49.5,0.367210119962692
"673",-172.5,49.5,0.427328318357468
"674",-172.25,49.5,0.488236665725708
"675",-172,49.5,0.402289092540741
"676",-171.75,49.5,0.383847117424011
"677",-171.5,49.5,0.449492514133453
"678",-171.25,49.5,0.490653723478317
"679",-171,49.5,0.509429454803467
"680",-170.75,49.5,0.512135922908783
"681",-170.5,49.5,0.511583387851715
"682",-170.25,49.5,0.502261638641357
"683",-170,49.5,0.489647656679153
"684",-169.75,49.5,0.474222719669342
"685",-169.5,49.5,0.444911420345306
"686",-169.25,49.5,0.345916956663132
"687",-169,49.5,0.294097453355789
"688",-168.75,49.5,0.274733155965805
"689",-168.5,49.5,0.279999643564224
"690",-168.25,49.5,0.29347151517868
"691",-168,49.5,0.307897388935089
"692",-167.75,49.5,0.348842024803162
"693",-167.5,49.5,0.388228118419647
"694",-167.25,49.5,0.409276098012924
"695",-167,49.5,0.416610211133957
"696",-166.75,49.5,0.386203467845917
"697",-166.5,49.5,0.343428760766983
"698",-166.25,49.5,0.332401096820831
"699",-166,49.5,0.331271767616272
"700",-165.75,49.5,0.333620011806488
"701",-165.5,49.5,0.333709955215454
"702",-165.25,49.5,0.321891576051712
"703",-165,49.5,0.294945776462555
"704",-164.75,49.5,0.290549397468567
"705",-164.5,49.5,0.296776920557022
"706",-164.25,49.5,0.293023616075516
"707",-164,49.5,0.281627684831619
"708",-163.75,49.5,0.274231016635895
"709",-163.5,49.5,0.270599812269211
"710",-163.25,49.5,0.272983074188232
"711",-163,49.5,0.274373233318329
"712",-162.75,49.5,0.274384170770645
"713",-162.5,49.5,0.27401664853096
"714",-162.25,49.5,0.275976181030273
"715",-162,49.5,0.28036892414093
"716",-161.75,49.5,0.281586080789566
"717",-161.5,49.5,0.279946833848953
"718",-161.25,49.5,0.275474220514297
"719",-161,49.5,0.26874577999115
"720",-160.75,49.5,0.267008721828461
"721",-160.5,49.5,0.265752971172333
"722",-160.25,49.5,0.265561640262604
"723",-160,49.5,0.265102952718735
"724",-159.75,49.5,0.267110198736191
"725",-159.5,49.5,0.290230304002762
"726",-159.25,49.5,0.28730520606041
"727",-159,49.5,0.272988855838776
"728",-158.75,49.5,0.266453444957733
"729",-158.5,49.5,0.265656620264053
"730",-158.25,49.5,0.265261501073837
"731",-158,49.5,0.265604913234711
"732",-157.75,49.5,0.267603397369385
"733",-157.5,49.5,0.264883160591125
"734",-157.25,49.5,0.264663964509964
"735",-157,49.5,0.268735885620117
"736",-156.75,49.5,0.274549037218094
"737",-156.5,49.5,0.278274804353714
"738",-156.25,49.5,0.278012603521347
"739",-156,49.5,0.275256484746933
"740",-155.75,49.5,0.273460417985916
"741",-155.5,49.5,0.274395495653152
"742",-155.25,49.5,0.27615213394165
"743",-155,49.5,0.276927888393402
"744",-154.75,49.5,0.277375221252441
"745",-154.5,49.5,0.275419980287552
"746",-154.25,49.5,0.269557535648346
"747",-154,49.5,0.266568422317505
"748",-153.75,49.5,0.266266137361526
"749",-153.5,49.5,0.267614275217056
"750",-153.25,49.5,0.270643383264542
"751",-153,49.5,0.271993190050125
"752",-152.75,49.5,0.271886169910431
"753",-152.5,49.5,0.272150218486786
"754",-152.25,49.5,0.274320006370544
"755",-152,49.5,0.275532722473145
"756",-151.75,49.5,0.273852586746216
"757",-151.5,49.5,0.272630631923676
"758",-151.25,49.5,0.27212592959404
"759",-151,49.5,0.271702617406845
"760",-150.75,49.5,0.27152556180954
"761",-150.5,49.5,0.272030383348465
"762",-150.25,49.5,0.273029655218124
"763",-150,49.5,0.273041814565659
"764",-149.75,49.5,0.273253828287125
"765",-149.5,49.5,0.273109018802643
"766",-149.25,49.5,0.272523880004883
"767",-149,49.5,0.272799998521805
"768",-148.75,49.5,0.274165332317352
"769",-148.5,49.5,0.275903344154358
"770",-148.25,49.5,0.275551050901413
"771",-148,49.5,0.273874074220657
"772",-147.75,49.5,0.27411550283432
"773",-147.5,49.5,0.274561733007431
"774",-147.25,49.5,0.276107847690582
"775",-147,49.5,0.277289748191833
"776",-146.75,49.5,0.27678444981575
"777",-146.5,49.5,0.27700537443161
"778",-146.25,49.5,0.276159346103668
"779",-146,49.5,0.273744583129883
"780",-145.75,49.5,0.27262407541275
"781",-145.5,49.5,0.271862298250198
"782",-145.25,49.5,0.272145658731461
"783",-145,49.5,0.273175209760666
"784",-144.75,49.5,0.273959636688232
"785",-144.5,49.5,0.274870723485947
"786",-144.25,49.5,0.274649381637573
"787",-144,49.5,0.272963523864746
"788",-143.75,49.5,0.272571951150894
"789",-143.5,49.5,0.273166537284851
"790",-143.25,49.5,0.274322867393494
"791",-143,49.5,0.275290250778198
"792",-142.75,49.5,0.27694234251976
"793",-142.5,49.5,0.277912706136703
"794",-142.25,49.5,0.278184622526169
"795",-142,49.5,0.277823358774185
"796",-141.75,49.5,0.277523905038834
"797",-141.5,49.5,0.277467370033264
"798",-141.25,49.5,0.277687638998032
"799",-141,49.5,0.277896165847778
"800",-140.75,49.5,0.277890264987946
"801",-140.5,49.5,0.278058886528015
"802",-140.25,49.5,0.278197944164276
"803",-140,49.5,0.278258562088013
